model,train_type,train_data,architecture,model_class,task_cluster,model_display_name,description,model_source,model_source_url,weights_url
mixer_b16_224_in21k,classification,imagenet21k,mixer_b16_224,MLP-Mixer,Semantic,Mixer-B16-IN22K,Mixer-B16-IN22K trained on image classification with the ImageNet21K dataset.,timm,https://github.com/rwightman/pytorch-image-models/,
mixer_l16_224_in21k,classification,imagenet21k,mixer_l16_224,MLP-Mixer,Semantic,Mixer-L16-IN22K,Mixer-L16-IN22K trained on image classification with the ImageNet21K dataset.,timm,https://github.com/rwightman/pytorch-image-models/,
mobilenetv3_large_100_miil_in21k,classification,imagenet21k,mobilenetv3_large_100,Convolutional,Semantic,MobileNet-V3-Large-IN21K,MobileNet-V3-Large-IN21K trained on image classification with the ImageNet21K dataset.,timm,https://github.com/rwightman/pytorch-image-models/,
swin_base_patch4_window7_224_in22k,classification,imagenet21k,swin_base_patch4_window7_224,Transformer,Semantic,Swin-B-P4-W7-IN21K,Swin-B-P4-W7-IN21K trained on image classification with the ImageNet21K dataset.,timm,https://github.com/rwightman/pytorch-image-models/,
swin_large_patch4_window7_224_in22k,classification,imagenet21k,swin_large_patch4_window7_224,Transformer,Semantic,Swin-L-P4-W7-IN21K,Swin-L-P4-W7-IN21K trained on image classification with the ImageNet21K dataset.,timm,https://github.com/rwightman/pytorch-image-models/,
resmlp_big_24_224_in22ft1k,classification,imagenet21k,resmlp_big_24_224,MLP-Mixer,Semantic,ResMLP-Big-24-IN21K,ResMLP-Big-24-IN21K trained on image classification with the ImageNet21K dataset.,timm,https://github.com/rwightman/pytorch-image-models/,
vit_base_r50_s16_224_in21k,classification,imagenet21k,vit_base_r50_s16_224,Transformer,Semantic,ViT-B-R50-S16-IN21K,ViT-B-R50-S16-IN21K trained on image classification with the ImageNet21K dataset.,timm,https://github.com/rwightman/pytorch-image-models/,
vit_base_patch16_224_in21k,classification,imagenet21k,vit_base_patch16_224,Transformer,Semantic,ViT-B-P16-IN21K,ViT-B-P16-IN21K trained on image classification with the ImageNet21K dataset.,timm,https://github.com/rwightman/pytorch-image-models/,
vit_small_patch16_224_in21k,classification,imagenet21k,vit_small_patch16_224,Transformer,Semantic,ViT-S-P16-IN21K,ViT-S-P16-IN21K trained on image classification with the ImageNet21K dataset.,timm,https://github.com/rwightman/pytorch-image-models/,
vit_large_patch16_224_in21k,classification,imagenet21k,vit_large_patch16_224,Transformer,Semantic,ViT-L-P16-IN21K,ViT-L-P16-IN21K trained on image classification with the ImageNet21K dataset.,timm,https://github.com/rwightman/pytorch-image-models/,
vit_base_patch32_224_in21k,classification,imagenet21k,vit_base_patch32_224,Transformer,Semantic,ViT-B-P32-IN21K,ViT-B-P32-IN21K trained on image classification with the ImageNet21K dataset.,timm,https://github.com/rwightman/pytorch-image-models/,
vit_small_patch32_224_in21k,classification,imagenet21k,vit_small_patch32_224,Transformer,Semantic,ViT-S-P32-IN21K,ViT-S-P32-IN21K trained on image classification with the ImageNet21K dataset.,timm,https://github.com/rwightman/pytorch-image-models/,
vit_large_patch32_224_in21k,classification,imagenet21k,vit_large_patch32_224,Transformer,Semantic,ViT-L-P32-IN21K,ViT-L-P32-IN21K trained on image classification with the ImageNet21K dataset.,timm,https://github.com/rwightman/pytorch-image-models/,
ssl_resnet18,semi-supervised,YFCC100M,resnet18,Convolutional,Semantic,ResNet18-SSL,ResNet18-SSL trained on semi-supervised image classification with the YFCC100M dataset.,timm,https://github.com/rwightman/pytorch-image-models/,
ssl_resnet50,semi-supervised,YFCC100M,resnet50,Convolutional,Semantic,ResNet50-SSL,ResNet50-SSL trained on semi-supervised image classification with the YFCC100M dataset.,timm,https://github.com/rwightman/pytorch-image-models/,
ssl_resnext101_32x4d,semi-supervised,YFCC100M,resnext101_32x4d,Convolutional,Semantic,ResNext101-32x4D-SSL,ResNext101-32x4D-SSL trained on semi-supervised image classification with the YFCC100M dataset.,timm,https://github.com/rwightman/pytorch-image-models/,
swsl_resnet18,semi-weakly-supervised,Instagram,resnet18,Convolutional,Semantic,Resnet18-SWSL,Resnet18-SWSL trained on semi-weakly-supervised image classification with the Instagram dataset.,timm,https://github.com/rwightman/pytorch-image-models/,
swsl_resnet50,semi-weakly-supervised,Instagram,resnet50,Convolutional,Semantic,Resnet50-SWSL,Resnet50-SWSL trained on semi-weakly-supervised image classification with the Instagram dataset.,timm,https://github.com/rwightman/pytorch-image-models/,
swsl_resnext101_32x4d,semi-weakly-supervised,Instagram,resnext101_32x4d,Convolutional,Semantic,ResNext101-32x4D-SWSL,ResNext101-32x4D-SWSL trained on semi-weakly-supervised image classification with the Instagram dataset.,timm,https://github.com/rwightman/pytorch-image-models/,
vit_base_patch16_sam_224,sam_pretraining,imagenet,vit_base_patch16_224,Transformer,Semantic,ViT-B-P16-SAM,ViT-B-P16-SAM trained on sharpness-aware pretraining with the ImageNet dataset.,timm,https://github.com/rwightman/pytorch-image-models/,
vit_small_patch32_sam_224,sam_pretraining,imagenet,vit_base_patch16_224,Transformer,Semantic,ViT-S-P32-SAM,ViT-S-P32-SAM trained on sharpness-aware pretraining with the ImageNet dataset.,timm,https://github.com/rwightman/pytorch-image-models/,
tf_efficientnet_b0,classification,imagenet,tf_efficientnet_b0,Convolutional,Semantic,TF-EfficientNet-B0,TF-EfficientNet-B0 trained on image classification with the ImageNet dataset.,timm,https://github.com/rwightman/pytorch-image-models/,
tf_efficientnet_b0_ap,adversarial,imagenet,tf_efficientnet_b0,Convolutional,Semantic,TF-EfficientNet-B0AP,TF-EfficientNet-B0AP trained on adversarial classification with the ImageNet dataset.,timm,https://github.com/rwightman/pytorch-image-models/,
tf_efficientnet_b0_ns,noisy_student,imagenet,tf_efficientnet_b0,Convolutional,Semantic,TF-EfficientNet-B0NS,TF-EfficientNet-B0NS trained on noisy student classification with the ImageNet dataset.,timm,https://github.com/rwightman/pytorch-image-models/,
tf_efficientnet_b1,classification,imagenet,tf_efficientnet_b1,Convolutional,Semantic,TF-EfficientNet-B1,TF-EfficientNet-B1 trained on image classification with the ImageNet dataset.,timm,https://github.com/rwightman/pytorch-image-models/,
tf_efficientnet_b1_ap,adversarial,imagenet,tf_efficientnet_b1,Convolutional,Semantic,TF-EfficientNet-B1AP,TF-EfficientNet-B1AP trained on adversarial classification with the ImageNet dataset.,timm,https://github.com/rwightman/pytorch-image-models/,
tf_efficientnet_b1_ns,noisy_student,imagenet,tf_efficientnet_b1,Convolutional,Semantic,TF-EfficientNet-B1NS,TF-EfficientNet-B1NS trained on noisy student classification with the ImageNet dataset.,timm,https://github.com/rwightman/pytorch-image-models/,
tf_efficientnet_b2,classification,imagenet,tf_efficientnet_b2,Convolutional,Semantic,TF-EfficientNet-B2,TF-EfficientNet-B2 trained on image classification with the ImageNet dataset.,timm,https://github.com/rwightman/pytorch-image-models/,
tf_efficientnet_b2_ap,adversarial,imagenet,tf_efficientnet_b2,Convolutional,Semantic,TF-EfficientNet-B2AP,TF-EfficientNet-B2AP trained on adversarial classification with the ImageNet dataset.,timm,https://github.com/rwightman/pytorch-image-models/,
tf_efficientnet_b2_ns,noisy_student,imagenet,tf_efficientnet_b2,Convolutional,Semantic,TF-EfficientNet-B2NS,TF-EfficientNet-B2NS trained on noisy student classification with the ImageNet dataset.,timm,https://github.com/rwightman/pytorch-image-models/,
tf_efficientnet_b3,classification,imagenet,tf_efficientnet_b3,Convolutional,Semantic,TF-EfficientNet-B3,TF-EfficientNet-B3 trained on image classification with the ImageNet dataset.,timm,https://github.com/rwightman/pytorch-image-models/,
tf_efficientnet_b3_ap,adversarial,imagenet,tf_efficientnet_b3,Convolutional,Semantic,TF-EfficientNet-B3AP,TF-EfficientNet-B3AP trained on adversarial classification with the ImageNet dataset.,timm,https://github.com/rwightman/pytorch-image-models/,
tf_efficientnet_b3_ns,noisy_student,imagenet,tf_efficientnet_b3,Convolutional,Semantic,TF-EfficientNet-B3NS,TF-EfficientNet-B3NS trained on noisy student classification with the ImageNet dataset.,timm,https://github.com/rwightman/pytorch-image-models/,
tf_efficientnet_b4,classification,imagenet,tf_efficientnet_b4,Convolutional,Semantic,TF-EfficientNet-B4,TF-EfficientNet-B4 trained on image classification with the ImageNet dataset.,timm,https://github.com/rwightman/pytorch-image-models/,
tf_efficientnet_b4_ap,adversarial,imagenet,tf_efficientnet_b4,Convolutional,Semantic,TF-EfficientNet-B4AP,TF-EfficientNet-B4AP trained on adversarial classification with the ImageNet dataset.,timm,https://github.com/rwightman/pytorch-image-models/,
tf_efficientnet_b4_ns,noisy_student,imagenet,tf_efficientnet_b4,Convolutional,Semantic,TF-EfficientNet-B4NS,TF-EfficientNet-B4NS trained on noisy student classification with the ImageNet dataset.,timm,https://github.com/rwightman/pytorch-image-models/,
tf_efficientnet_b5,classification,imagenet,tf_efficientnet_b5,Convolutional,Semantic,TF-EfficientNet-B5,TF-EfficientNet-B5 trained on image classification with the ImageNet dataset.,timm,https://github.com/rwightman/pytorch-image-models/,
tf_efficientnet_b5_ap,adversarial,imagenet,tf_efficientnet_b5,Convolutional,Semantic,TF-EfficientNet-B5AP,TF-EfficientNet-B5AP trained on adversarial classification with the ImageNet dataset.,timm,https://github.com/rwightman/pytorch-image-models/,
tf_efficientnet_b5_ns,noisy_student,imagenet,tf_efficientnet_b5,Convolutional,Semantic,TF-EfficientNet-B5NS,TF-EfficientNet-B5NS trained on noisy student classification with the ImageNet dataset.,timm,https://github.com/rwightman/pytorch-image-models/,
tf_efficientnet_b6,classification,imagenet,tf_efficientnet_b6,Convolutional,Semantic,TF-EfficientNet-B6,TF-EfficientNet-B6 trained on image classification with the ImageNet dataset.,timm,https://github.com/rwightman/pytorch-image-models/,
tf_efficientnet_b6_ap,adversarial,imagenet,tf_efficientnet_b6,Convolutional,Semantic,TF-EfficientNet-B6AP,TF-EfficientNet-B6AP trained on adversarial classification with the ImageNet dataset.,timm,https://github.com/rwightman/pytorch-image-models/,
tf_efficientnet_b6_ns,noisy_student,imagenet,tf_efficientnet_b6,Convolutional,Semantic,TF-EfficientNet-B6NS,TF-EfficientNet-B6NS trained on noisy student classification with the ImageNet dataset.,timm,https://github.com/rwightman/pytorch-image-models/,
tf_efficientnet_b7,classification,imagenet,tf_efficientnet_b7,Convolutional,Semantic,TF-EfficientNet-B7,TF-EfficientNet-B7 trained on image classification with the ImageNet dataset.,timm,https://github.com/rwightman/pytorch-image-models/,
tf_efficientnet_b7_ap,adversarial,imagenet,tf_efficientnet_b7,Convolutional,Semantic,TF-EfficientNet-B7AP,TF-EfficientNet-B7AP trained on adversarial classification with the ImageNet dataset.,timm,https://github.com/rwightman/pytorch-image-models/,
tf_efficientnet_b7_ns,noisy_student,imagenet,tf_efficientnet_b7,Convolutional,Semantic,TF-EfficientNet-B7NS,TF-EfficientNet-B7NS trained on noisy student classification with the ImageNet dataset.,timm,https://github.com/rwightman/pytorch-image-models/,
ViT-S-SimCLR,slip,YFCC15M,ViT-S,Transformer,SelfSupervised,ViT-S-SimCLR,ViT-S-SimCLR trained via pure self-supervision with the YFCC15M dataset.,slip,https://github.com/facebookresearch/slip,
ViT-S-CLIP,slip,YFCC15M,ViT-S,Transformer,Vision-Language,ViT-S-CLIP,ViT-S-CLIP trained via pure language supervision with the YFCC15M dataset.,slip,https://github.com/facebookresearch/slip,
ViT-S-SLIP,slip,YFCC15M,ViT-S,Transformer,Vision-Language,ViT-S-SLIP,ViT-S-SLIP trained via combined self- and language supervision with the YFCC15M dataset.,slip,https://github.com/facebookresearch/slip,
ViT-B-SimCLR,slip,YFCC15M,ViT-B,Transformer,SelfSupervised,ViT-B-SimCLR,ViT-B-SimCLR trained via pure self-supervision with the YFCC15M dataset.,slip,https://github.com/facebookresearch/slip,
ViT-B-CLIP,slip,YFCC15M,ViT-B,Transformer,Vision-Language,ViT-B-CLIP,ViT-B-CLIP trained via pure language supervision with the YFCC15M dataset.,slip,https://github.com/facebookresearch/slip,
ViT-B-SLIP,slip,YFCC15M,ViT-B,Transformer,Vision-Language,ViT-B-SLIP,ViT-B-SLIP trained via combined self- and language supervision with the YFCC15M dataset.,slip,https://github.com/facebookresearch/slip,
ViT-L-SimCLR,slip,YFCC15M,ViT-L,Transformer,SelfSupervised,ViT-L-SimCLR,ViT-L-SimCLR trained via pure self-supervision with the YFCC15M dataset.,slip,https://github.com/facebookresearch/slip,
ViT-L-CLIP,slip,YFCC15M,ViT-L,Transformer,Vision-Language,ViT-L-CLIP,ViT-L-CLIP trained via pure language supervision with the YFCC15M dataset.,slip,https://github.com/facebookresearch/slip,
ViT-L-SLIP,slip,YFCC15M,ViT-L,Transformer,Vision-Language,ViT-L-SLIP,ViT-L-SLIP trained via combined self- and language supervision with the YFCC15M dataset.,slip,https://github.com/facebookresearch/slip,
ViT-S-SLIP-Ep100,slip,YFCC15M,ViT-S,Transformer,Vision-Language,ViT-S-SLIP-Ep100,ViT-S-SLIP-Ep100 trained via combined self- and language supervision with the YFCC15M dataset.,slip,https://github.com/facebookresearch/slip,
ViT-B-SLIP-Ep100,slip,YFCC15M,ViT-B,Transformer,Vision-Language,ViT-B-SLIP-Ep100,ViT-B-SLIP-Ep100 trained via combined self- and language supervision with the YFCC15M dataset.,slip,https://github.com/facebookresearch/slip,
ViT-L-SLIP-Ep100,slip,YFCC15M,ViT-L,Transformer,Vision-Language,ViT-L-SLIP-Ep100,ViT-L-SLIP-Ep100 trained via combined self- and language supervision with the YFCC15M dataset.,slip,https://github.com/facebookresearch/slip,
ViT-L-CLIP-CC12M,slip,YFCC15M,ViT-L,Transformer,Vision-Language,ViT-L-CLIP-CC12M,ViT-L-CLIP-CC12M trained via pure language supervision with the YFCC15M dataset.,slip,https://github.com/facebookresearch/slip,
ViT-L-SLIP-CC12M,slip,YFCC15M,ViT-L,Transformer,Vision-Language,ViT-L-SLIP-CC12M,ViT-L-SLIP-CC12M trained via combined self- and language supervision with the YFCC15M dataset.,slip,https://github.com/facebookresearch/slip,
RegNet-32Gf-SEER,seer,random1B,RegNet-32Gf,Convolutional,SelfSupervised,RegNet-32Gf-SEER,RegNet-32Gf trained via large-scale self-supervision on 1 billion images.,seer,https://github.com/facebookresearch/vissl/blob/main/MODEL_ZOO.md#seer,
RegNet-32Gf-SEER-INFT,seer,random1B,RegNet-32Gf,Convolutional,SelfSupervised,RegNet-32Gf-SEER-INFT,RegNet-32Gf trained via large-scale self-supervision on 1 billion images.,seer,https://github.com/facebookresearch/vissl/blob/main/MODEL_ZOO.md#seer,
RegNet-64Gf-SEER,seer,random1B,RegNet-64Gf,Convolutional,SelfSupervised,RegNet-64Gf-SEER,RegNet-64Gf trained via large-scale self-supervision on 1 billion images.,seer,https://github.com/facebookresearch/vissl/blob/main/MODEL_ZOO.md#seer,
RegNet-64Gf-SEER-INFT,seer,random1B,RegNet-64Gf,Convolutional,SelfSupervised,RegNet-64Gf-SEER-INFT,RegNet-64Gf trained via large-scale self-supervision on 1 billion images.,seer,https://github.com/facebookresearch/vissl/blob/main/MODEL_ZOO.md#seer,
RegNet-128Gf-SEER,seer,random1B,RegNet-128Gf,Convolutional,SelfSupervised,RegNet-128Gf-SEER,RegNet-128Gf trained via large-scale self-supervision on 1 billion images.,seer,https://github.com/facebookresearch/vissl/blob/main/MODEL_ZOO.md#seer,
RegNet-128Gf-SEER-INFT,seer,random1B,RegNet-128Gf,Convolutional,SelfSupervised,RegNet-128Gf-SEER-INFT,RegNet-128Gf trained via large-scale self-supervision on 1 billion images.,seer,https://github.com/facebookresearch/vissl/blob/main/MODEL_ZOO.md#seer,
RegNet-256Gf-SEER,seer,random1B,RegNet-256Gf,Convolutional,SelfSupervised,RegNet-256Gf-SEER,RegNet-256Gf trained via large-scale self-supervision on 1 billion images.,seer,https://github.com/facebookresearch/vissl/blob/main/MODEL_ZOO.md#seer,
RegNet-256Gf-SEER-INFT,seer,random1B,RegNet-256Gf,Convolutional,SelfSupervised,RegNet-256Gf-SEER-INFT,RegNet-256Gf trained via large-scale self-supervision on 1 billion images.,seer,https://github.com/facebookresearch/vissl/blob/main/MODEL_ZOO.md#seer,
alexnet_gn_ipcl_imagenet,ipcl,imagenet,alexnet_gn,Convolutional,,AlexNet-GN-IPCLImageNet,AlexNet (modified with GroupNorm) trained via IPCL-Style-Self-Supervision on ImageNet.,open_ipcl,https://github.com/harvard-visionlab/open_ipcl,
alexnet_gn_ipcl_openimages,ipcl,openimages,alexnet_gn,Convolutional,,AlexNet-GN-IPCLOpenImages,AlexNet (modified with GroupNorm) trained via IPCL-Style-Self-Supervision on OpenImages.,open_ipcl,https://github.com/harvard-visionlab/open_ipcl,
alexnet_gn_ipcl_places256,ipcl,places256,alexnet_gn,Convolutional,,AlexNet-GN-IPCLPlaces256,AlexNet (modified with GroupNorm) trained via IPCL-Style-Self-Supervision on Places256.,open_ipcl,https://github.com/harvard-visionlab/open_ipcl,
alexnet_gn_ipcl_vggface2,ipcl,vggface2,alexnet_gn,Convolutional,,AlexNet-GN-IPCLVGGFace2,AlexNet (modified with GroupNorm) trained via IPCL-Style-Self-Supervision on VGGFace2.,open_ipcl,https://github.com/harvard-visionlab/open_ipcl,
BiT-Expert-ResNet-V2-Food,bit_expert,big_transfer,ResNet50-V2,Convolutional,Expertise,BiT-Expert-ResNet-V2-Food,"ResNet50-V2 trained first via ImageNet21K dataset, then as an expert on the Food subset.",bit_expert,https://tfhub.dev/google/collections/experts/bit/1,
BiT-Expert-ResNet-V2-Vehicle,bit_expert,big_transfer,ResNet50-V2,Convolutional,Expertise,BiT-Expert-ResNet-V2-Vehicle,"ResNet50-V2 trained first via ImageNet21K dataset, then as an expert on the Vehicle subset.",bit_expert,https://tfhub.dev/google/collections/experts/bit/1,
BiT-Expert-ResNet-V2-Instrument,bit_expert,big_transfer,ResNet50-V2,Convolutional,Expertise,BiT-Expert-ResNet-V2-Instrument,"ResNet50-V2 trained first via ImageNet21K dataset, then as an expert on the Instrument subset.",bit_expert,https://tfhub.dev/google/collections/experts/bit/1,
BiT-Expert-ResNet-V2-Flower,bit_expert,big_transfer,ResNet50-V2,Convolutional,Expertise,BiT-Expert-ResNet-V2-Flower,"ResNet50-V2 trained first via ImageNet21K dataset, then as an expert on the Flower subset.",bit_expert,https://tfhub.dev/google/collections/experts/bit/1,
BiT-Expert-ResNet-V2-Animal,bit_expert,big_transfer,ResNet50-V2,Convolutional,Expertise,BiT-Expert-ResNet-V2-Animal,"ResNet50-V2 trained first via ImageNet21K dataset, then as an expert on the Animal subset.",bit_expert,https://tfhub.dev/google/collections/experts/bit/1,
BiT-Expert-ResNet-V2-Object,bit_expert,big_transfer,ResNet50-V2,Convolutional,Expertise,BiT-Expert-ResNet-V2-Object,"ResNet50-V2 trained first via ImageNet21K dataset, then as an expert on the Object subset.",bit_expert,https://tfhub.dev/google/collections/experts/bit/1,
BiT-Expert-ResNet-V2-Bird,bit_expert,big_transfer,ResNet50-V2,Convolutional,Expertise,BiT-Expert-ResNet-V2-Bird,"ResNet50-V2 trained first via ImageNet21K dataset, then as an expert on the Bird subset.",bit_expert,https://tfhub.dev/google/collections/experts/bit/1,
BiT-Expert-ResNet-V2-Mammal,bit_expert,big_transfer,ResNet50-V2,Convolutional,Expertise,BiT-Expert-ResNet-V2-Mammal,"ResNet50-V2 trained first via ImageNet21K dataset, then as an expert on the Mammal subset.",bit_expert,https://tfhub.dev/google/collections/experts/bit/1,
BiT-Expert-ResNet-V2-Arthropod,bit_expert,big_transfer,ResNet50-V2,Convolutional,Expertise,BiT-Expert-ResNet-V2-Arthropod,"ResNet50-V2 trained first via ImageNet21K dataset, then as an expert on the Arthropod subset.",bit_expert,https://tfhub.dev/google/collections/experts/bit/1,
BiT-Expert-ResNet-V2-Relation,bit_expert,big_transfer,ResNet50-V2,Convolutional,Expertise,BiT-Expert-ResNet-V2-Relation,"ResNet50-V2 trained first via ImageNet21K dataset, then as an expert on the Relation subset.",bit_expert,https://tfhub.dev/google/collections/experts/bit/1,
BiT-Expert-ResNet-V2-Abstraction,bit_expert,big_transfer,ResNet50-V2,Convolutional,Expertise,BiT-Expert-ResNet-V2-Abstraction,"ResNet50-V2 trained first via ImageNet21K dataset, then as an expert on the Abstraction subset.",bit_expert,https://tfhub.dev/google/collections/experts/bit/1,
